剧本ID,剧名,角色名,行当,性别,服饰备注
01035008,麻姑献寿,吕洞宾,老生,male,
01035008,麻姑献寿,百花仙子,旦,female,
01035008,麻姑献寿,牡丹仙子,旦,female,
01035008,麻姑献寿,芍药仙子,旦,female,
01035008,麻姑献寿,海棠仙子,旦,female,
01036002,双龙会,杨继业,外,unknown,
01036002,双龙会,杨延德,净,male,
01036002,双龙会,杨延平,末,unknown,
01036002,双龙会,赵匡义,老生,male,
01036002,双龙会,赵德芳,小生,male,
01036002,双龙会,杨延昭,老生,male,
01036002,双龙会,杨延嗣,净,male,
01036002,双龙会,萧天庆,净,male,
01036002,双龙会,韩延寿,丑,male,
01036002,双龙会,公主,旦,female,
01036002,双龙会,耶律休哥,外,unknown,
01036002,双龙会,长老,末,unknown,
01036003,大香山,妙善,贴旦,unknown,
01036003,大香山,妙庄王,生,unknown,
01036003,大香山,达摩,净,male,
01036003,大香山,林表,外,unknown,
01036003,大香山,王正,小生,male,
01036003,大香山,何信,付,unknown,
01036003,大香山,任仲,丑,male,
01036003,大香山,妙金,旦,female,
01036003,大香山,妙银,旦,female,
01036003,大香山,金枝,丑,male,
01036003,大香山,山神,丑,male,
01036003,大香山,土地,丑,male,
01036003,大香山,土地奶奶,旦,female,
01036003,大香山,师父,生,unknown,
01036003,大香山,小道童,小生,male,
01036003,大香山,净水佛,生,unknown,
01036003,大香山,香花佛,末,unknown,
01036003,大香山,阿耨佛,小生,male,
01036003,大香山,伽沙佛,外,unknown,
01036003,大香山,韦陀,小生,male,
01036003,大香山,人曹官,付,unknown,
01036003,大香山,佛祖,生,unknown,
01036004,翠花宫,张金定,正旦,unknown,
01036004,翠花宫,程咬金,丑,male,
01036004,翠花宫,秦夫人,二旦,unknown,
01036004,翠花宫,大太监,丑,male,
01036004,翠花宫,管家,小生,male,
01036004,翠花宫,徐勣,老生,male,
01036004,翠花宫,尉迟恭,净,male,
01036005,天女散花,天女,正旦,unknown,
01036006,平贵别窑,薛平贵,生,unknown,
01036006,平贵别窑,王宝钏,旦,female,
01036007,刀劈三关,雷万春,老生,male,
01036007,刀劈三关,郭章,净,male,
01036007,刀劈三关,万花公主,旦,female,
01037002,嫦娥奔月,嫦娥,正旦,unknown,
01037003,三字经,罗英,老生,male,
01037003,三字经,温韬,净,male,
01037003,三字经,关卞,丑,male,
01037004,葭萌关,张飞,净,male,
01037004,葭萌关,马超,老生,male,
01037005,盘关,田单,老生,male,
01037005,盘关,门官,丑,male,
01037005,盘关,皂隶,丑,male,
01037005,盘关,田法章,小生,male,
01037005,盘关,伊立,净,male,
01037006,碧游宫,广成子,武生,male,
01037007,界牌关,罗通,武生,male,
01037007,界牌关,苏宝同,净,male,
01037007,界牌关,王伯超,净,male,
01037008,打桃园,桃三春,武旦,female,
01037008,打桃园,郑子明,净,male,
01037008,打桃园,赵匡胤,武生,male,
01037008,打桃园,太白金星,老生,male,
01037008,打桃园,孩童儿,小生,male,
01037008,打桃园,牧童,丑,male,
01037008,打桃园,桃员外,副生,unknown,
01037008,打桃园,桃安人,老旦,female,
01038001,珠帘寨,李克用,老生,male,
01038001,珠帘寨,程敬思,老生,male,
01038001,珠帘寨,二皇娘,旦,female,
01038001,珠帘寨,大皇娘,旦,female,
01038001,珠帘寨,周德威,净,male,
01038001,珠帘寨,李嗣源,小生,male,
01038001,珠帘寨,老军甲,丑,male,
01038001,珠帘寨,老军乙,丑,male,
01038002,取南郡【头、二本】,周瑜,小生,male,
01038002,取南郡【头、二本】,诸葛亮,老生,male,
01038002,取南郡【头、二本】,鲁肃,老生,male,
01038002,取南郡【头、二本】,曹洪,净,male,
01038002,取南郡【头、二本】,曹仁,净,male,
01038002,取南郡【头、二本】,黄盖,净,male,
01038002,取南郡【头、二本】,张飞,净,male,
01038002,取南郡【头、二本】,关平,生,unknown,
01038002,取南郡【头、二本】,刘封,生,unknown,
01038002,取南郡【头、二本】,牛金,净,male,
01038002,取南郡【头、二本】,陈矫,丑,male,
01038002,取南郡【头、二本】,曹纯,生,unknown,
01038002,取南郡【头、二本】,刘备,老生,male,
01038002,取南郡【头、二本】,孙乾,生,unknown,
01038002,取南郡【头、二本】,赵云,武生,male,
01038003,芭蕉扇,孙悟空,武生,male,
01038003,芭蕉扇,娥叉女,花旦,female,
01038003,芭蕉扇,牛马王,净,male,
01038003,芭蕉扇,假牛马王,丑,male,
01038003,芭蕉扇,员外,末,unknown,
01038004,珍珠衫,周兰英,花旦,female,
01038004,珍珠衫,陈商,小生,male,
01038004,珍珠衫,薛妈妈,彩旦,female,
01038005,三世修,黄桂香,旦,female,
01038005,三世修,马氏,彩旦,female,
01038005,三世修,侯七,丑,male,
01038005,三世修,黄天路,老生,male,
01038007,五雷报,姚氏,老旦,female,
01038007,五雷报,李氏,正旦,unknown,
01038007,五雷报,王氏,旦,female,
01038007,五雷报,裴氏,丑旦,female,
01038007,五雷报,钱正,净,male,
01038007,五雷报,保林,童,unknown,
01038007,五雷报,速报使,生,unknown,
01038009,湘江会,钟无盐,刀马旦,female,
01038009,湘江会,吴起,武净,unknown,
01038009,湘江会,魏灵公,生,unknown,
01038009,湘江会,齐景公,丑,male,
01038009,湘江会,晏婴,外,unknown,
01038010,宁武关,周遇吉,老生,male,
01038010,宁武关,李洪基,武生,male,
01038010,宁武关,李自成,净,male,
01038010,宁武关,一支虎,净,male,
01039001,贩马记【前本】,李奇,老生,male,
01039001,贩马记【前本】,田旺,丑,male,
01039001,贩马记【前本】,李桂枝,花旦,female,
01039001,贩马记【前本】,赵冲,小生,male,
01039001,贩马记【前本】,刘志善,生,unknown,
01039001,贩马记【前本】,张氏,老旦,female,
01039001,贩马记【前本】,渔翁,丑,male,
01039001,贩马记【前本】,渔婆,老旦,female,
01039001,贩马记【前本】,媒婆,旦,female,
01039001,贩马记【前本】,赵荣山,净,male,
01039001,贩马记【前本】,赵王氏,彩旦,female,
01039001,贩马记【前本】,胡敬,丑,male,
01039001,贩马记【前本】,禁卒,丑,male,
01039002,玉门关【前本】,班超,武生,male,
01039002,玉门关【前本】,鄯善王,副净,unknown,
01039002,玉门关【前本】,呼韩豹,净,male,
01039002,玉门关【前本】,窦固,净,male,
01039002,玉门关【前本】,徐干,净,male,
01039002,玉门关【前本】,番将甲,丑,male,
01039002,玉门关【前本】,番将乙,丑,male,
01039002,玉门关【前本】,更夫甲,丑,male,
01039002,玉门关【前本】,更夫乙,丑,male,
01039003,取南郡【三、四本】,周瑜,小生,male,
01039003,取南郡【三、四本】,鲁肃,老生,male,
01039003,取南郡【三、四本】,诸葛亮,老生,male,
01039003,取南郡【三、四本】,曹仁,净,male,
01039003,取南郡【三、四本】,陈矫,丑,male,
01039003,取南郡【三、四本】,刘备,老生,male,
01039003,取南郡【三、四本】,赵云,武生,male,
01039003,取南郡【三、四本】,张飞,净,male,
01039003,取南郡【三、四本】,关平,生,unknown,
01039003,取南郡【三、四本】,刘封,生,unknown,
01039003,取南郡【三、四本】,牛金,净,male,
01039003,取南郡【三、四本】,曹洪,净,male,
01039003,取南郡【三、四本】,曹纯,生,unknown,
01039004,太君辞朝,佘太君,老旦,female,
01039004,太君辞朝,宋仁宗,老生,male,
01039004,太君辞朝,杨排风,占旦,unknown,
01039004,太君辞朝,包拯,净,male,
01039004,太君辞朝,岳士奎,末,unknown,
01039004,太君辞朝,呼天保,付,unknown,
01039004,太君辞朝,恩孟,丑,male,
01039005,戏姻缘,玉莲花,旦,female,
01039005,戏姻缘,惠湘莲,小旦,unknown,
01039005,戏姻缘,堂兄,小丑,unknown,
01039005,戏姻缘,老板,老丑,male,
01039006,失金钗,陈杏元,花旦,female,
01039006,失金钗,梅良玉,小生,male,
01039006,失金钗,邹王氏,老旦,female,
01039006,失金钗,邹云英,贴旦,unknown,
01039006,失金钗,王昭君,正旦,unknown,
01039006,失金钗,邹伯符,老生,male,
01039007,斩妲己,姜尚,净,male,
01039007,斩妲己,妲己,花旦,female,
01039007,斩妲己,纣王,净,male,
01039007,斩妲己,玉妹,占旦,unknown,
01039007,斩妲己,喜妹,副旦,unknown,
01039007,斩妲己,周武王,小生,male,
01040001,阎瑞生【头本】,阎瑞生,生,unknown,
01040001,阎瑞生【头本】,王莲英,花旦,female,
01040001,阎瑞生【头本】,杨石贵,生,unknown,
01040001,阎瑞生【头本】,王长发,老生,male,
01040001,阎瑞生【头本】,王董氏,彩旦,female,
01040001,阎瑞生【头本】,王玉英,童生,unknown,
01040001,阎瑞生【头本】,杨起发,生,unknown,
01040001,阎瑞生【头本】,杨沈氏,旦,female,
01040001,阎瑞生【头本】,现世报,丑,male,
01040001,阎瑞生【头本】,大姐,旦,female,
01040001,阎瑞生【头本】,阿宝姐,旦,female,
01040001,阎瑞生【头本】,阿土,丑,male,
01040001,阎瑞生【头本】,阿媛,花旦,female,
01040001,阎瑞生【头本】,题红馆,花旦,female,
01040001,阎瑞生【头本】,小林黛玉,花旦,female,
01040001,阎瑞生【头本】,菊第,花旦,female,
01040001,阎瑞生【头本】,惠琴,花旦,female,
01040001,阎瑞生【头本】,冠芳,花旦,female,
01040003,馒头庵,智能,旦,female,
01040003,馒头庵,秦钟,小生,male,
01040003,馒头庵,贾宝玉,小生,male,
01040003,馒头庵,秦邦业,老生,male,
01040003,馒头庵,书童,丑,male,
01040004,倒厅门,满堂娇,小旦,unknown,
01040004,倒厅门,张善,老生,male,
01040005,万花船,张小莲,花旦,female,
01040005,万花船,甘习文,小生,male,
01040005,万花船,张二莲,二旦,unknown,
01040005,万花船,张济,老生,male,
01040005,万花船,张夫人,老旦,female,
01040005,万花船,蔡炳,丑,male,
01040005,万花船,海棠花,彩旦,female,
01040006,金光阵,樊梨花,正旦,unknown,
01040006,金光阵,薛丁山,老生,male,
01040006,金光阵,薛应龙,小生,male,
01040006,金光阵,秦汉,净,male,
01040006,金光阵,窦一虎,净,male,
01040007,郑恩做亲,陶三春,小旦,unknown,
01040007,郑恩做亲,郑恩,净,male,
01040007,郑恩做亲,赵匡胤,红生,unknown,
01040007,郑恩做亲,柴荣,末,unknown,
01040007,郑恩做亲,高怀德,小生,male,
01040007,郑恩做亲,陶龙,外,unknown,
01040007,郑恩做亲,陶虎,付,unknown,
01040007,郑恩做亲,贺氏,正旦,unknown,
01040007,郑恩做亲,皇太,老旦,female,
01040007,郑恩做亲,知县,末,unknown,
01040007,郑恩做亲,家院,丑,male,
01040007,郑恩做亲,陶总管,丑,male,
01040007,郑恩做亲,官员甲,末,unknown,
02001001,天官赐福,天官,老生,male,
02001001,天官赐福,南极老人,老生,male,
02001001,天官赐福,牛郎,小生,male,
02001001,天官赐福,织女,旦,female,
02001001,天官赐福,张仙,小生,male,
02001001,天官赐福,财神,净,male,
02001002,三多九如,多福星君,老生,male,
02001002,三多九如,多禄星君,老生,male,
02001002,三多九如,多寿星君,老生,male,
02001003,福禄寿荣,福星,老生,male,
02001003,福禄寿荣,禄星,老生,male,
02001003,福禄寿荣,寿星,老生,male,
02001004,遐龄永祝,天官,老生,male,
02001005,风调雨顺,释迦牟尼,外,unknown,
02001005,风调雨顺,文殊,老生,male,
02001005,风调雨顺,普贤,末,unknown,
02001005,风调雨顺,散花天女,旦,female,
02001005,风调雨顺,韦护,小生,male,
02001008,财源辐辏,黑虎玄坛,净,male,
02001009,八仙庆寿,金母,旦,female,
02001009,八仙庆寿,东方朔,外,unknown,
02001013,文王卜卦,姬昌,老生,male,
02001013,文王卜卦,天使,老生,male,
02001016,太师回朝,闻仲,净,male,
02001016,太师回朝,纣王,净,male,
02001017,太师托梦,闻仲,净,male,
02001017,太师托梦,纣王,净,male,
02001017,太师托梦,妲己,旦,female,
02001019,攻潼关,姜子牙,净,male,
02001019,攻潼关,余女,武旦,female,
02001021,孝感天【头本】,寤生,老生,male,
02001021,孝感天【头本】,共叔段,小生,male,
02001021,孝感天【头本】,武姜,老旦,female,
02001021,孝感天【头本】,卫氏,旦,female,
02001022,孝感天【二本】,寤生,老生,male,
02001022,孝感天【二本】,共叔段,小生,male,
02001022,孝感天【二本】,武姜,老旦,female,
02001022,孝感天【二本】,卫氏,正旦,unknown,
02001022,孝感天【二本】,王后,贴旦,unknown,
02001023,孝感天【三本】,寤生,老生,male,
02001023,孝感天【三本】,武姜,老旦,female,
02001023,孝感天【三本】,颖考叔,净,male,
02001026,米注山【头、二本】,楚庄王,老生,male,
02001026,米注山【头、二本】,斗越椒,净,male,
02001026,米注山【头、二本】,公子茷,武生,male,
02001026,米注山【头、二本】,斗贲凰,净,male,
02001027,米注山【三本】,斗越椒,净,male,
02001027,米注山【三本】,蒍贾,外,unknown,
02001027,米注山【三本】,斗贲凰,净,male,
02001027,米注山【三本】,蒍夫人,老旦,female,
02001027,米注山【三本】,蒍子,小生,male,
02001027,米注山【三本】,蒍家将,副净,unknown,
02001027,米注山【三本】,斗家将,丑,male,
02001028,米注山【四本】,楚庄王,老生,male,
02001028,米注山【四本】,斗越椒,净,male,
02001028,米注山【四本】,养由基,小生,male,
02001028,米注山【四本】,大将乙,丑,male,
02001030,连环阵,楚庄王,老生,male,
02001030,连环阵,养由基,武生,male,
02001032,龙门山,公孙枝,老生,male,
02001032,龙门山,秦王,老生,male,
02001032,龙门山,晋王,小生,male,
02001032,龙门山,梁繇靡,净,male,
02001033,搜孤救孤【头本】,赵朔,老生,male,
02001033,搜孤救孤【头本】,庄姬,旦,female,
02001033,搜孤救孤【头本】,程婴,老生,male,
02001033,搜孤救孤【头本】,韩厥,武生,male,
02001033,搜孤救孤【头本】,太后,老旦,female,
02001033,搜孤救孤【头本】,屠岸贾,净,male,
02001033,搜孤救孤【头本】,晋景公,丑,male,
02001033,搜孤救孤【头本】,禁子,丑,male,
02001034,搜孤救孤【二本】,程婴,老生,male,
02001034,搜孤救孤【二本】,韩厥,武生,male,
02001034,搜孤救孤【二本】,太后,老旦,female,
02001034,搜孤救孤【二本】,庄姬,旦,female,
02001034,搜孤救孤【二本】,屠岸贾,净,male,
02001034,搜孤救孤【二本】,程妻,旦,female,
02001034,搜孤救孤【二本】,太医,丑,male,
02001044,西施【全本】,西施,旦,female,
02001044,西施【全本】,范蠡,老生,male,
02001044,西施【全本】,文种,小生,male,
02001044,西施【全本】,夫差,净,male,
02001044,西施【全本】,勾践,老生,male,
02001044,西施【全本】,伯嚭,丑,male,
02001044,西施【全本】,伍员,老生,male,
02001044,西施【全本】,旋波,旦,female,
02001044,西施【全本】,处女,旦,female,
02001046,装疯,孙膑,老生,male,
02001046,装疯,园丁,丑,male,
02001046,装疯,庞涓,净,male,
02001047,五雷阵【头本】,海潮,外,unknown,
02001047,五雷阵【头本】,毛蕡,净,male,
02001047,五雷阵【头本】,王翦,净,male,
02001047,五雷阵【头本】,清风,童,unknown,
02001047,五雷阵【头本】,明月,童,unknown,
02001048,五雷阵【二本】,毛蕡,净,male,
02001048,五雷阵【二本】,孙燕,小生,male,
02001048,五雷阵【二本】,王翦,净,male,
02001049,五雷阵【三本】,孙膑,老生,male,
02001049,五雷阵【三本】,孙燕,小生,male,
02001049,五雷阵【三本】,毛蕡,净,male,
02001049,五雷阵【三本】,王翦,净,male,
02001050,五雷阵【四本】,孙膑,老生,male,
02001050,五雷阵【四本】,毛蕡,净,male,
02001050,五雷阵【四本】,王翦,净,male,
02001050,五雷阵【四本】,王禅,老生,male,
02001050,五雷阵【四本】,太上老君,老生,male,
02001056,幻化,庄周,老生,male,
02001056,幻化,老人,外,unknown,
02002005,大十面,韩信,老生,male,
02002005,大十面,项羽,净,male,
02002005,大十面,魏豹,丑,male,
02002007,韩信【全本】,韩信,武生,male,
02002007,韩信【全本】,殷桃娘,旦,female,
02002007,韩信【全本】,项羽,净,male,
02002007,韩信【全本】,虞姬,旦,female,
02002007,韩信【全本】,范增,老生,male,
02002016,卓文君【全本】,卓文君,旦,female,
02002016,卓文君【全本】,司马相如,小生,male,
